(SOLD)1 Bed 2 Baths Room only,$800,Carquinez Heights,"Available December 1st. We are a married gay couple and are seeking someone to rent the second bedroom in our home. The room has a queen mattress and box spring and is adjacent to a shared bathroom. There is another full bathroom located in the garage area with a jacuzzi tub. There is a washer/drier in the home. The shared living quarters, kitchen, living room, backyard, hot tub jacuzzi tub, etc., should be kept clean. Must have proof of income/references and deposit of $450. We are a quiet couple that have friends over sometimes. Non smoking or drugs and rarely drink. There is a small dog, but no other pets will be allowed. Rent includes internet w/access to a streaming TV service, water and garbage, and electricity. So effectively everything is included. Home is close to 80/780 and Curtola Transit Center. Easy access to ferry and grocery store."
Jan 1st: 10ft x 12ft private room in arts/event co-op,"$1,300","San Francisco, CA",Big shared artist and maker cooperative-living flat between 8th and 9th near Folsom St.
"4 Rooms for Rent - 2 at $1050, 1 at $1150, Master at $1450","$1,450","San Bernardino, CA","I'm looking for new roommates in the heart of San Mateo. If you're interested, let me know and let's talk.* Your own room ready for your furnishings and a closet.
* The master bedroom and large bedroom have their own entrances."
Room in Hayward,$670,"Union City, CA",
Looking for a private room to move in ASAP,"$1,200","San Francisco, CA",
Brown couch,$100,"San Francisco, CA",
Almost New West Elm Table,$225,"San Francisco, CA",
Spots in apartment,$500,"San Francisco, CA",
4 Beds 3 Baths House,"$4,950",94611-2721,
Tall bistro table.,$150,"Oakland, CA",
Furnished studio near Bart. Price includes utils and cleaning,"$2,050","San Francisco, CA",I have a fully furnished spacious studio sublet available in a gated building near the civic center.
1 Bed 1 Bath Room only,"$1,700","San Francisco, CA",
Available 1/1 - Private Bedroom in Modern Home Just Off Alma,"$1,275","Palo Alto, CA",The Space
1 Bed 1 Bath Room only,"$1,500",94109-5841,
1 Bed 1 Bath Room only,"$1,300","San Francisco, CA","Hi All! We have one room available on a 3rd floor flat located on 21st Ave near Taraval St in the sunset/parkside district. This location is great for one adult who is working. Unit is close to San Francisco State University and also not too far from City College of San Francisco. Near by buses include L-Taraval which takes you to civic center,downtown, and the embarcadero and the 28 bus takes you to SFSU and Daly City Bart Station. The unit is 1,600sqft total. This posting is for the biggest room which can fit a queen size bed. Rent would be $1,300 per month. There are 3 full time working male roommates. Common areas for all roommates include Living room with fireplace, 1.5bathroom, Kitchen and Laundry room with both Washer and Dryer. Utilities are split among all roommates. Security Deposit is $800. Move-In cost includes First and Last Month Rent and Security Deposit. If interested, please message me with details about yourself, such as occupation, hobbies, and reason for the move. This is a Month to Month lease agreement.No parties. No smoking. No Drugs. No pets."
Private Room Available in a 2Bd/2Ba Apartment,"$2,200","San Francisco, CA","Hi,
1 Private Room available starting from Dec 1st, 2018 in a 2Bd/2Ba Apartment.
The room includes - Private Bath, Two full-size closets, One Twin size mattress, and a Lamp.Rent: $2200 plus utilities."
Room for rent near 24th BART in Mission,"$2,000 Now $1,975","San Francisco, CA","Hi! My roommate is moving out with his girlfriend in December/January timeframe and I'm looking for a new roommate! The place is 1 block from 24th street station BART in the Mission, second floor 2 bedroom 1 bathroom near 25th and Van Ness. Super spacious living room and bedrooms. I'm a software engineer with no pets."
Private room + bathroom for rent immediately!,"$2,155","San Francisco, CA",
LARGE bedroom in Penthouse apartment w/views RUSSIAN HILL,"$2,500","Russian Hill, San Francisco",
(SOLD)1br available in 3br/1ba in Russian Hill/North Beach,"$1,883","San Francisco, CA",Looking for someone to join a great 3br/1 bath apartment in Russian Hill. There are two rooms available both with Bay windows and views of the water! The room available also has a working fireplace within it
"Room in Nopa apartment, across from Alamo Square","$2,244","San Francisco, CA",
"Small room available in a beautiful, old Victorian in the Lower Haight","$1,300","San Francisco, CA","Hi friends! We have a room opening up in our beautiful apartment starting January 15, 2019. The room is cozy with a pretty spacious closet on the top floor of a very big Victorian right off Divisadero and Haight St."
Private studio,$800,"San Francisco, CA",
Hayes Valley Studio,"$2,100","San Francisco, CA",
Master Bedroom in 2Bed1Bath Apartment - Mountain View,"$1,400","Mountain View, CA",Hi Friends!
"Private bedroom in a well-lit, spacious, remodelled 4 BR/ 2 BA (inner sunset / UCSF)","$1,400","San Francisco, CA",A mid-sized private room with 2 closets available in a sunny 4 bed 2 bath house in the Inner Sunset (near Irving and 7th Ave).
Ikea KALLAX Large Shelf Unit,$75,"San Francisco, California",
LARGE room in penthouse 3br apartment w/views and roofdeck access - RUSSIAN HILL/Nob Hill,"$2,500",Mason Pacific,
1 Bed 1 Bath Room only,"$1,300","San Francisco, CA","Hi All! We have one room available on a 3rd floor flat located on 21st Ave near Taraval St in the sunset/parkside district. This location is great for one adult who is working. Unit is close to San Francisco State University and also not too far from City College of San Francisco. Near by buses include L-Taraval which takes you to civic center,downtown, and the embarcadero and the 28 bus takes you to SFSU and Daly City Bart Station. The unit is 1,600sqft total. This posting is for the biggest room which can fit a queen size bed. Rent would be $1,300 per month. There are 3 full time working male roommates. Common areas for all roommates include Living room with fireplace, 1.5bathroom, Kitchen and Laundry room with both Washer and Dryer. Utilities are split among all roommates. Security Deposit is $800. Move-In cost includes First and Last Month Rent and Security Deposit. If interested, please message me with details about yourself, such as occupation, hobbies, and reason for the move. This is a Month to Month lease agreement.No parties. No smoking. No Drugs. No pets."
Private room + bathroom for rent immediately!,"$2,155","San Francisco, CA",
Converted private living room space,"$1,100","San Francisco, CA","Room available in an amazing building (Mosso) in San Francisco. in 2 Bedroom 2 Bathroom apartment living room is converted into a room. You will be sharing the bathroom with only one girl who has the bedroom. The apartment is fully furnished will all new equipments (including washer, dryer and dishwasher).The building has 2 gyms and three rooftops, study rooms and a cinema room."
A converted living room very near campus,"$1,000","Berkeley, CA",
Mattress. FREE! FREE! FREE!,FREE,"San Mateo, CA",
Sofa sleeper,$859,"San Francisco, California","Sofa - chaise - bed
Light grey or dark brown
83""W"
Available beds in Serendipia House,"$1,300","San Francisco, CA","Available beds in Serendipia house, located in Telegraph Hill. A big community house located in the earth of San Francisco, dedicated for Entrepreneurs, Business students, Tech Workers, Crypto people, Artists, etc."
Private Room in West Oakland,$900,"Oakland, CA","Hey All,"
Sunny room in 2br Mission apartment,"$1,450","San Francisco, CA",
(SOLD)1br available in 3br/1ba in Russian Hill/North Beach,"$1,950","San Francisco, CA",Looking for someone to join a great 3br/1 bath apartment in Russian Hill. There are two rooms available both with Bay windows and views of the water! The room available also has a working fireplace within it
Sunny Furnished Room,"$1,490","San Francisco, CA","San Francisco - 7 minutes'walk to UCSFLocation & transportation here.Very quiet large house. Hardly to see people. 7 minutes walked to UCSF.Medium room/sink/fresh air/view. $1490. WiFi signal in the house common areas. Large eat in kitchen with cooking supplies.Sunny sitting room.Street parking only. City life.Location & transportation N Juda muni to down town or sunset in 15 minutes. Also, connect to Bart and Caltrain.Walk to Golden gate park, museums and Whole Food, Mcdonald, shopping town, restaurants and Haight street.Furnished Room with sink/sunny view/fresh air/WiFi signal in common areas.Bathrooms only couple steps out of room."
Accent chair,$229,"San Francisco, California","Accent chair
Mid century, modern design
Available different color fabric"
Available 1/1 - Private Bedroom in Modern Home Just Off Alma,"$1,275","Palo Alto, CA",The Space
"Leather Couch (Ikea ""Stocksund"")",$400,"San Francisco, California","Selling my lightly used, 1 year old black Ikea ""Stocksund"" Leather Couch. Market price $800, I'm asking for $400 as it's like new."
"Armchair Ikea ""Strandmon""",$140,"San Francisco, California","Selling my lightly used, 1 year old Ikea ""Strandmon"" Armchair in Gillhov multicolor. It's super comfortable and like new! Market price from Ikea is $250."
Studio,"$1,800","Fort Worth, TX",
Finished Converted Living Room,"$1,500","San Francisco, CA",Looking for a female roommate converted living room in a newly built building in SOMA (923 Folsom Apartments).Floorplan: http://923folsomstreet.com/floor-plans/2-bedroom-984-sf-2/
Finished converted living room bedroom,"$1,500","San Francisco, CA",Looking for a female roommate converted living room in a newly built building in SOMA (923 Folsom Apartments).Floorplan: http://923folsomstreet.com/floor-plans/2-bedroom-984-sf-2/
Private room w/bath for,"$1,400","San Francisco, CA",
Master Bedroom in a 2B2B,"$1,700","San Francisco, CA","Master bedroom with attached bath sublet available at a one of the safe location in the city, South Beach Marina apartment."
Single Room in a Large 4 Bedroom House (short term and long term lease) 10 mins from Ashby BART,"$1,300","Irvine, CA",Single Room in a Large 4 Bedroom House (short term and long term lease) 10 mins from Ashby BART
Master Bedroom in a 2B2B,"$1,700","San Francisco, CA","Master bedroom with attached bath sublet available at a one of the safe location in the city, South Beach Marina apartment."
(PENDING)Master Bedroom ($1720) or Converted Living Room ($1200) in SOMA,"$1,200","San Francisco, CA","Looking for clean and friendly roommates to sign a 15-month lease for a new apartment in SOMA ASAP! Apartment is located near Trader Joes / Costco, and is walking distance to Muni stops and Caltrain. If interested, please message me with a brief intro about yourself (ie. LinkedIn profile, hobbies)."
